gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
ZNF800	0	0	1	0	2	0	10.071201421666	10.071201421666	32.2879508802401	0.198051172588577	0.101697108823541	0.0998819008253306	0.00491120288203944	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00422845875859124	0.999920207237827
LUZP2	0	0	3	0	0	0	32.9539828113152	32.9539828113152	0	0.348258959206829	0.000199467895131922	0.000505516507530723	1	0.757353367989735	0.547567867550716	0.809500434059198	1	0.00434235134487915	0.999920207237827
C1orf35	0	0	0	0	2	0	0	0	81.3313914218169	0.329671893121116	0.800703912849922	0.603930884264537	0.000873620720003346	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00450953733230053	0.999920207237827
RNF182	0	3	0	0	1	10.1319383206812	0	0	43.28928898258	0.00661651003102159	0.839611047525809	0.0243004213798167	0.0222941754923262	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00461615153434103	0.999920207237827
ZNF835	0	6	0	0	1	6.2936793851812	0	0	19.9549138804458	0.00307968672881576	0.77990724717597	0.0116815308615024	0.0464837823355489	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00462550493856795	0.999920207237827
AMER1	1	1	3	0	1	0.646160449185931	14.8330765459646	14.8330765459646	9.45047858070408	0.668520216061082	0.0020059493306529	0.00597945451177717	0.0909575401998481	0.814757688325602	0.920492770712356	0.947339048598423	1	0.00463208084942801	0.999920207237827
MAGEC1	0	4	0	0	3	2.81056425391526	0	0	28.1778049020468	0.133791957593551	0.706778906638102	0.294803598793568	0.00195694698140849	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00487944079132141	0.999920207237827
KRTAP10-5	0	1	0	0	2	3.26325177931019	0	0	78.9392916741165	0.343388244187839	0.849232773935662	0.625550518968714	0.00092505435269762	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0048925133038743	0.999920207237827
RBM44	1	8	0	0	1	5.18708531419075	0	0	10.2050795320151	0.0023973545986069	0.540566929829399	0.00709456208228532	0.0851015821596929	0.757353367989735	0.920492770712356	0.947339048598423	1	0.005079019218723	0.999920207237827
OR4C46	0	3	0	0	1	9.88928859343144	0	0	34.631431186064	0.00708947151273864	0.863046241768839	0.0260705164493852	0.0276279217416674	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00593209077401669	0.999920207237827
RREB1	0	0	0	0	3	0	0	0	18.4780441784507	0.0504693602754358	0.622117389148322	0.135524903319884	0.00543861096598955	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00605340889293449	0.999920207237827
ANKRD34C	1	3	0	0	2	3.6637438129403	0	0	40.0587450286561	0.092513264995156	0.759681268608849	0.228567363651258	0.00331426764158523	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00620074653672564	0.999920207237827
OR4C3	0	3	0	0	1	9.57233520024382	0	0	35.4314972530688	0.00777659681395848	0.863647087555806	0.0283324996987175	0.0270303019748958	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00626035909982381	0.999920207237827
NKX2-6	0	4	0	0	1	6.94820633579043	0	0	35.5488200916551	0.00815233583748809	0.784576465651127	0.0284810287516504	0.0269448334036555	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00627169720970067	0.999920207237827
JUN	0	0	0	0	2	0	0	0	64.6731546245773	0.299229552454861	0.882626139720962	0.577709829920463	0.00135273629330438	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00637250354995234	0.999920207237827
CREBZF	0	0	0	0	2	0	0	0	60.4830629165061	0.254788007575985	0.809684477097146	0.509576390291159	0.00153572900583569	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00638024511829283	0.999920207237827
PLEK	1	3	1	0	1	5.7364598209086	12.831002248195	12.831002248195	30.5861642953842	0.0295643834647102	0.0766366543939304	0.0252336514593674	0.0311052383227615	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00639689008868505	0.999920207237827
RBM46	0	1	3	0	0	1.5104130709974	34.5315432956146	34.5315432956146	0	0.717898329787865	0.000172979701487219	0.000865646103750728	1	0.841166725927049	0.547567867550716	0.947339048598423	1	0.00697021219619265	0.999920207237827
ERBB4	0	8	0	0	1	5.21206763789596	0	0	8.20148484925885	0.00304215622943005	0.530902413346301	0.00847243372154316	0.102655978320402	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00699911491758143	0.999920207237827
CADPS2	1	4	0	0	3	2.16056860256289	0	0	25.6426998431843	0.245047191093887	0.456414478377576	0.358231565192952	0.00247587723126405	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00712009926132906	0.999920207237827
ZBTB7A	2	0	0	0	2	0	0	0	36.703397154461	0.0906588215205948	0.798237446704193	0.232636046324226	0.00389093854676042	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00724806514176912	0.999920207237827
PTEN	0	3	1	0	1	5.81280125863768	13.697420852447	13.697420852447	26.5736229398016	0.0305880383413002	0.072190155518939	0.0256207201621175	0.0355429077160842	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00728632535882046	0.999920207237827
CDH5	1	3	2	0	1	2.1807590001963	21.2872864078362	21.2872864078362	13.6761065830316	0.291467154198902	0.00491262559530326	0.0145073362835265	0.0656685817442842	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00757971617497599	0.999920207237827
KRTAP13-3	1	4	0	0	0	18.2483483912581	0	0	0	0.000198747930029941	0.897842932077811	0.000973739793898587	1	0.501090411479639	0.920943193274645	0.947339048598423	1	0.00772600834401516	0.999920207237827
CDH10	1	7	2	0	0	5.78745258121937	13.3728974473294	13.3728974473294	0	0.00213641376133544	0.0128121240056273	0.000977953181113933	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00775521641235233	0.999920207237827
DCT	1	7	0	0	0	8.58815339723235	0	0	0	0.000234690554918648	0.68722315455595	0.000992125644845299	1	0.501090411479639	0.920492770712356	0.947339048598423	1	0.00785333007616174	0.999920207237827
OR4A15	0	5	0	0	0	13.3594016299355	0	0	0	0.000214621462206965	0.8137154984843	0.0010086481294086	1	0.501090411479639	0.920492770712356	0.947339048598423	1	0.00796745715282199	0.999920207237827
ALDH1L2	0	0	3	0	0	0	18.6946145969919	18.6946145969919	0	0.15056727962399	0.00110339827899553	0.00102372621025626	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00807137086661047	0.999920207237827
OR4E2	2	1	0	0	2	1.82670390499583	0	0	68.3805329151582	0.60019044334239	0.828743964916459	0.850374004338834	0.00121678780793525	0.785187391154982	0.920492770712356	0.947339048598423	1	0.00814702910820209	0.999920207237827
KLHDC1	0	0	0	0	2	0	0	0	52.7554971384759	0.33254933017413	0.678740157658067	0.57798949090171	0.00198669650496964	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00892161577571282	0.999920207237827
IRS4	3	5	0	0	3	1.80091311398889	0	0	25.6222999228636	0.312227744863671	0.556886301316266	0.487764315212943	0.00248075933739176	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00933790708766047	0.999920207237827
PCDHB15	0	8	1	0	0	6.62728924235034	13.9045663978693	13.9045663978693	0	0.000762128114435434	0.0709898364027239	0.00121553390530393	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00937489260565727	0.999920207237827
ZNF154	1	4	0	0	1	6.36046070178016	0	0	24.5108302915065	0.0098711522698981	0.716779267343584	0.0325087663242966	0.0383562949868529	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00958514437796321	0.999920207237827
MBNL2	0	1	0	0	2	2.09015626333265	0	0	59.3135009264079	0.534071149394661	0.770577065061906	0.786938089056262	0.00159345722942052	0.762057040120759	0.920492770712356	0.947339048598423	1	0.00963217725457211	0.999920207237827
OR5B17	0	3	0	0	1	7.95544602309063	0	0	34.0817259291423	0.0130671759112123	0.854674944295606	0.0448540672070059	0.0280540870334217	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00966148592794291	0.999920207237827
S1PR1	1	4	0	0	1	6.17059629791678	0	0	28.0306623177019	0.0109547043069473	0.84486131182539	0.0382147678799297	0.0337922418192137	0.757353367989735	0.920492770712356	0.947339048598423	1	0.00988158117461435	0.999920207237827
DDI1	4	4	1	0	1	3.73326892062888	11.7477855229363	11.7477855229363	27.0421754853396	0.0473853186268498	0.0826326130423163	0.0382436504453876	0.0349604610904596	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0101844697566772	0.999920207237827
BMP3	0	0	0	0	2	0	0	0	45.3942649796188	0.262711039963646	0.751554547467952	0.510746236422659	0.0026301399358753	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0102262658286868	0.999920207237827
NPRL2	0	1	0	0	2	2.0840177098049	0	0	56.3556098040936	0.535563899395629	0.729223668280714	0.773273641743533	0.0017548591968544	0.762057040120759	0.920492770712356	0.947339048598423	1	0.0103164738194172	0.999920207237827
SLC18A2	1	0	0	0	2	0	0	0	41.6922084181741	0.229259350063883	0.680761921550061	0.450038597035602	0.00307889854896469	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0105052480552512	0.999920207237827
EID3	0	2	1	0	1	3.94969278777403	24.7579556089478	24.7579556089478	32.1429451128139	0.141659970797443	0.0372280317513498	0.0470030196902351	0.0296681753893997	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0105636028288675	0.999920207237827
TRPS1	3	7	0	0	2	2.95405961707875	0	0	16.5802991006638	0.0415275836371454	0.504879553839346	0.0911086463004194	0.0156410134326385	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0107640632727687	0.999920207237827
ALG10	0	0	0	0	2	0	0	0	45.2984964881006	0.283018759860201	0.789600357230879	0.544277115102777	0.00264047718632869	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0108434393707416	0.999920207237827
PRAMEF6	0	0	0	0	2	0	0	0	45.0136002837729	0.305940256109138	0.812828158120304	0.577225627619691	0.00267159189479547	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0115266695364359	0.999920207237827
VANGL1	0	0	0	0	2	0	0	0	40.8980711149708	0.246590864095727	0.722981609070386	0.48344262828489	0.0031900806727668	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0115273796453884	0.999920207237827
WDR87	2	11	4	0	1	2.55690503615524	7.44057078141865	7.44057078141865	3.68545954949531	0.0453151345090038	0.00520407058094008	0.0080311529149586	0.192535998767298	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0115536936709491	0.999920207237827
ZNF730	0	0	0	0	2	0	0	0	42.6021574114279	0.281768509070698	0.696527205717668	0.523255951046229	0.00295850452347646	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0115651417752822	0.999920207237827
NR0B1	1	2	0	0	2	2.36974364839913	0	0	45.5870219434388	0.326056417940515	0.799560076749726	0.594749030471291	0.00260951701375025	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0115907131456898	0.999920207237827
LPCAT4	0	0	0	0	2	0	0	0	40.8980711149708	0.26722855253623	0.673532817818222	0.499186519413027	0.0031900806727668	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0118517492853987	0.999920207237827
VN1R1	0	3	0	0	1	7.50073442384903	0	0	30.3269595132199	0.0153741198861681	0.875472889567025	0.0521155264277381	0.031358143667196	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0121205070321494	0.999920207237827
OR52B4	1	3	0	0	1	6.95052745584401	0	0	34.0817259291423	0.0175860595466022	0.857581601241484	0.0583913969291642	0.0280540870334217	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0121453420753497	0.999920207237827
LMOD2	0	0	0	0	2	0	0	0	39.1815462324082	0.246289905566334	0.710119597809266	0.480368308324057	0.00345197450340191	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0122741564942243	0.999920207237827
OR5H15	1	5	0	0	0	11.3124452372907	0	0	0	0.000379649183004038	0.831001464271636	0.00174192778063131	1	0.72953387006056	0.920492770712356	0.947339048598423	1	0.0128079818887352	0.999920207237827
ZKSCAN7	0	5	0	0	1	5.61272907908126	0	0	14.219528036662	0.00909272846352605	0.645906462582919	0.0279703913537188	0.0634029806354636	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0130076739784419	0.999920207237827
OR8H3	1	3	0	0	1	6.65244470961729	0	0	34.2995005357183	0.0198277638328567	0.860658179725875	0.064919395826939	0.0278836914046225	0.757353367989735	0.920492770712356	0.947339048598423	1	0.013240330347103	0.999920207237827
KCTD8	1	5	0	0	1	4.88795304133668	0	0	22.6492482440503	0.0135709491390988	0.787050043550545	0.0449355383566989	0.0413072309611615	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0135300225559205	0.999920207237827
RBMXL3	0	1	1	0	2	0.557923190386161	11.8192322557391	11.8192322557391	20.1043888907862	0.567177374749363	0.0851041448851742	0.171678093650345	0.0113061983850144	0.771801848395744	0.920492770712356	0.947339048598423	1	0.0140618413953831	0.999920207237827
JDP2	0	2	0	0	1	7.27025921876262	0	0	65.4618516321941	0.0452296245273747	0.831810720930896	0.130759395007247	0.0149187863531605	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0141226693290989	0.999920207237827
DIPK2B	0	1	0	0	2	1.60779300338538	0	0	49.4734731229486	0.679623847130324	0.753971819377648	0.871555444143888	0.00224056004567633	0.821310096626394	0.920492770712356	0.947339048598423	1	0.0141351525301494	0.999920207237827
TESPA1	0	4	0	0	1	5.92502740414331	0	0	20.5665587503445	0.0140260780330103	0.70062387553304	0.0436459584069483	0.0451978869709358	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0142594019519541	0.999920207237827
RBM15B	0	0	0	0	2	0	0	0	24.0981900509087	0.101486450018755	0.708194253055136	0.247629974638472	0.00826448612884489	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0147178726040865	0.999920207237827
TNIK	2	0	2	0	1	0	4.94681011966599	4.94681011966599	7.88812907250539	0.0425959677402006	0.0886447229162679	0.019452716547393	0.10608081538862	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0148232174545334	0.999920207237827
DCHS2	2	14	0	0	2	2.86029268156511	0	0	6.36758224654795	0.0167925270250905	0.417802878602609	0.0322384802214695	0.0658607810058617	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0151914538409016	0.999920207237827
TRIOBP	0	2	0	0	4	0.685976917788656	0	0	18.1500315598983	0.639654608703912	0.46185937612987	0.702790352472499	0.00303308422845082	0.801371522210476	0.920492770712356	0.947339048598423	1	0.0152429583135556	0.999920207237827
CYLC2	0	2	1	0	1	3.69297592298554	17.9880567902559	17.9880567902559	30.7614431738677	0.159511469006717	0.0532277881992999	0.0689435162849115	0.0309365193600444	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0152506471047429	0.999920207237827
MPND	0	4	0	0	1	5.70275444841373	0	0	21.3859435611152	0.01593477254777	0.715274057394295	0.0494202136795211	0.043582822726416	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0153796999709007	0.999920207237827
MUC16	5	43	2	0	1	2.76102000713048	1.36449080384116	1.36449080384116	0.739987845856068	0.00126512556593539	0.697591440908711	0.00460729821155881	0.469747800375239	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0154435101380517	0.999920207237827
MTRNR2L6	0	0	0	0	1	0	0	0	429.429746707193	0.792398025777859	0.904654443460438	0.959095037291298	0.00232017868506023	0.886717939864159	0.921730635500306	0.963860166130933	1	0.0158169568774004	0.999920207237827
SLCO6A1	0	0	0	0	2	0	0	0	29.8215101879996	0.200171731988539	0.670898091345958	0.407270748280257	0.00566601621383059	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0163183186165704	0.999920207237827
ZXDB	0	0	0	0	2	0	0	0	26.7058300191041	0.151336935945661	0.786440049894124	0.346542440354304	0.00689699619328523	0.757353367989735	0.920492770712356	0.947339048598423	1	0.016817759036778	0.999920207237827
RGMB	0	1	0	0	2	1.51064335334877	0	0	44.8256520571183	0.717803315473972	0.785952679163265	0.901011391690988	0.00269242066463927	0.841144352741348	0.920492770712356	0.947339048598423	1	0.0170335948460868	0.999920207237827
ZNF879	0	6	0	0	0	8.74775819815501	0	0	0	0.000614142071929225	0.698141677301412	0.00246167578690171	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0172487479419948	0.999920207237827
HARS2	0	1	0	0	2	1.57698227446522	0	0	42.3500736397627	0.691333462899968	0.66787269558047	0.838192031596904	0.00299114004134712	0.827704911095688	0.920492770712356	0.947339048598423	1	0.0175214886156708	0.999920207237827
KDM1A	0	2	1	0	2	1.74353713717268	6.62479566522318	6.62479566522318	24.9959107512918	0.521046204784314	0.161452364655861	0.332297556325759	0.00775104348284218	0.761080327983935	0.920492770712356	0.947339048598423	1	0.0179307991919809	0.999920207237827
PCDH9	1	9	1	0	0	5.45883106299278	8.08613842701228	8.08613842701228	0	0.00114067575525223	0.128094553656127	0.00259748412956151	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0180608576763533	0.999920207237827
TBC1D2B	0	0	0	0	2	0	0	0	22.273327111369	0.12198272402969	0.632258661580475	0.275843938017839	0.00947899816346414	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0181634342749301	0.999920207237827
RARB	0	5	1	0	0	8.63577123791041	10.2691972102727	10.2691972102727	0	0.00151667485429252	0.0995205415274091	0.00262039450579565	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0181971472603101	0.999920207237827
MAP3K19	1	9	2	0	0	4.81600375095984	8.25751081455483	8.25751081455483	0	0.00247638785143933	0.0338522161433176	0.00263638607863981	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0182921593548309	0.999920207237827
HCN4	0	6	1	0	1	3.59639972248082	15.8506503456742	15.8506503456742	8.91673062099654	0.034484098856012	0.0613200252464411	0.0276029762979937	0.0956127404962092	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0183088453888467	0.999920207237827
RIT2	0	2	0	0	1	7.06519864106396	0	0	49.2465305856873	0.0478174195757024	0.788019340627971	0.134632528168304	0.0196800778387213	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0183704683627504	0.999920207237827
GPR156	0	0	0	0	2	0	0	0	26.4753234714669	0.186924763433602	0.690528399622368	0.391237161189632	0.00700364385296225	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0189059506039948	0.999920207237827
CCDC60	0	4	0	0	1	5.33389136005577	0	0	19.4841082898001	0.0198654105900455	0.668217150269987	0.0577233262319137	0.0475245723396449	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0189247728603077	0.999920207237827
BTN3A2	0	0	1	0	1	0	18.6785770937013	18.6785770937013	32.0469960229249	0.366893789918681	0.0510304633249739	0.0924506608646205	0.0297528941099824	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0189684026988891	0.999920207237827
SAMD9L	0	8	0	0	1	4.23812640171893	0	0	6.77333985342577	0.00912178330594349	0.525355071782332	0.0230244234131617	0.120377934821002	0.757353367989735	0.920492770712356	0.947339048598423	1	0.019091888448063	0.999920207237827
SLC16A14	1	1	0	0	2	1.29986422063823	0	0	42.0185662140111	0.813207773203497	0.737648214944345	0.917739282479701	0.00303488678551885	0.896740535399885	0.920492770712356	0.947339048598423	1	0.0191719496854983	0.999920207237827
LRRC63	1	6	1	0	0	6.99651354901216	9.19563851534797	9.19563851534797	0	0.00150462611856284	0.111083832260145	0.00279130350039181	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0192076476876226	0.999920207237827
PCDHAC1	1	9	0	0	0	5.863608571624	0	0	0	0.000721166811710527	0.685706633347065	0.00280677112171712	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0192985738058655	0.999920207237827
CCDC181	1	4	0	0	1	4.82191679710544	0	0	21.0504777797644	0.0249530675845326	0.564000296880042	0.0637390719116069	0.0442298787097513	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0193714071393806	0.999920207237827
CRYBG3	2	9	0	0	3	2.06765422878995	0	0	10.8405355109524	0.14246744655589	0.309943866396514	0.164744203530354	0.0173603959757378	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0196109743781553	0.999920207237827
TFEC	0	4	1	0	0	9.41288224142603	15.878264645968	15.878264645968	0	0.00277589702217751	0.0612007643613702	0.00295687036065795	1	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0201765712047702	0.999920207237827
NFKB1	0	0	0	0	2	0	0	0	22.135553953979	0.1491395750514	0.592680807844849	0.313817840974216	0.00958139789504347	0.757353367989735	0.920492770712356	0.947339048598423	1	0.0204670024213915	0.999920207237827
